loan_id,customer_id,loan_amount,term_months,interest_rate,application_date,status,defaulted,age,gender,income,employment_status,city,credit_score,credit_score_provider,last_updated,application_year,application_month,loan_to_income_ratio,risk_segment
LOAN000587,CUST0191,139553.97,36,19.43,2025-03-25,APPROVED,0,48,F,42962,Retired,New York,594.0,Equifax,2025-09-30T13:25:32.631312,2025,3,3.25,Medium Risk
LOAN000588,CUST0001,427632.3,24,19.57,2025-09-06,APPROVED,1,41,F,186631,Retired,San Francisco,770.0,Experian,2025-09-30T13:25:02.490307,2025,9,2.29,Low Risk
LOAN000589,CUST0232,86335.6,48,20.46,2024-10-28,APPROVED,0,33,M,50088,Self-Employed,Austin,371.0,TransUnion,2025-09-30T13:25:05.734696,2024,10,1.72,High Risk
LOAN000590,CUST0183,342554.41,36,20.31,2025-03-13,APPROVED,0,75,M,83220,Self-Employed,Chicago,561.0,,,2025,3,4.12,High Risk
LOAN000591,CUST0099,344530.09,60,23.6,2025-02-10,APPROVED,0,67,M,131416,Self-Employed,Chicago,731.0,Equifax,2025-09-30T13:25:31.212546,2025,2,2.62,Low Risk
LOAN000592,CUST0175,180694.73,36,23.07,2024-10-17,APPROVED,0,26,M,100712,Employed,Austin,626.0,Experian,2025-09-30T13:25:04.717524,2024,10,1.79,Medium Risk
LOAN000593,CUST0217,419979.26,60,13.68,2025-03-27,APPROVED,0,51,M,89187,Unemployed,New York,823.0,Experian,2025-09-30T13:25:05.517472,2025,3,4.71,Low Risk
LOAN000594,CUST0192,172292.38,12,16.27,2025-02-22,REJECTED,0,70,F,28801,Employed,Seattle,665.0,Experian,2025-09-30T13:25:05.083776,2025,2,5.98,Medium Risk
LOAN000595,CUST0016,157608.13,48,23.53,2025-09-13,APPROVED,0,45,M,132971,Unemployed,New York,546.0,TransUnion,2025-09-30T13:25:02.629204,2025,9,1.19,High Risk
LOAN000596,CUST0109,211265.44,12,19.73,2024-11-15,APPROVED,0,21,M,128507,Retired,Austin,419.0,TransUnion,2025-09-30T13:25:31.318352,2024,11,1.64,High Risk
LOAN000597,CUST0105,367036.95,48,19.25,2025-04-24,APPROVED,0,22,M,121898,Unemployed,Seattle,515.0,Experian,2025-09-30T13:25:03.853706,2025,4,3.01,High Risk
LOAN000598,CUST0158,29325.21,48,12.26,2025-09-17,APPROVED,1,59,M,201657,Self-Employed,Seattle,529.0,TransUnion,2025-09-30T13:25:04.384815,2025,9,0.15,High Risk
LOAN000599,CUST0296,363460.17,48,3.55,2024-10-20,APPROVED,0,51,M,185934,Unemployed,Austin,553.0,Experian,2025-09-30T13:25:06.684623,2024,10,1.95,High Risk
LOAN000600,CUST0057,238998.09,12,11.67,2025-09-05,APPROVED,0,50,M,212507,Self-Employed,Seattle,787.0,TransUnion,2025-09-30T13:25:03.127298,2025,9,1.12,Low Risk
LOAN000601,CUST0170,473081.37,48,7.04,2025-09-20,APPROVED,0,21,M,159568,Employed,Austin,782.0,Experian,2025-09-30T13:25:04.634076,2025,9,2.96,Low Risk
LOAN000602,CUST0109,290902.08,48,15.77,2025-01-19,APPROVED,0,21,M,128507,Retired,Austin,419.0,TransUnion,2025-09-30T13:25:31.318352,2025,1,2.26,High Risk
LOAN000603,CUST0015,341095.25,24,18.01,2025-08-22,APPROVED,0,22,M,159087,Unemployed,San Francisco,423.0,Equifax,2025-09-30T13:25:30.112343,2025,8,2.14,High Risk
LOAN000604,CUST0207,223182.63,60,19.37,2025-09-06,APPROVED,0,66,M,176109,Unemployed,Chicago,792.0,Experian,2025-09-30T13:25:05.350524,2025,9,1.27,Low Risk
LOAN000605,CUST0197,488080.55,36,10.89,2025-05-15,APPROVED,0,25,F,139278,Employed,Seattle,841.0,Equifax,2025-09-30T13:25:05.167235,2025,5,3.5,Low Risk
LOAN000606,CUST0266,287721.27,60,23.15,2025-03-12,APPROVED,0,51,M,148132,Unemployed,Seattle,301.0,Equifax,2025-09-30T13:25:06.167446,2025,3,1.94,High Risk
LOAN000607,CUST0011,429926.06,48,19.22,2025-01-11,APPROVED,0,68,M,42909,Retired,Chicago,820.0,Experian,2025-09-30T13:25:02.584316,2025,1,10.02,Low Risk
LOAN000608,CUST0225,365527.42,36,16.63,2024-11-17,APPROVED,0,32,F,186111,Employed,Austin,393.0,TransUnion,2025-09-30T13:25:33.182495,2024,11,1.96,High Risk
LOAN000609,CUST0083,421707.83,24,23.67,2025-06-06,APPROVED,0,46,M,165882,Self-Employed,New York,766.0,TransUnion,2025-09-30T13:25:03.473177,2025,6,2.54,Low Risk
LOAN000610,CUST0119,194696.37,48,8.58,2025-02-22,APPROVED,0,39,M,135386,Employed,Chicago,357.0,Experian,2025-09-30T13:25:04.022694,2025,2,1.44,High Risk
LOAN000611,CUST0284,215588.81,60,19.57,2025-09-24,APPROVED,0,51,M,223508,Unemployed,Seattle,564.0,Equifax,2025-09-30T13:25:06.473987,2025,9,0.96,High Risk
LOAN000612,CUST0138,329714.2,60,5.37,2025-08-29,PENDING,0,22,F,100716,Self-Employed,San Francisco,316.0,Equifax,2025-09-30T13:25:04.191401,2025,8,3.27,High Risk
LOAN000613,CUST0036,172183.25,12,10.96,2025-09-27,APPROVED,1,26,F,78823,Employed,Austin,521.0,Equifax,2025-09-30T13:25:02.922734,2025,9,2.18,High Risk
LOAN000614,CUST0125,200225.4,24,20.4,2024-10-21,APPROVED,0,33,F,178185,Retired,Austin,486.0,TransUnion,2025-09-30T13:25:04.089034,2024,10,1.12,High Risk
LOAN000615,CUST0041,321902.23,36,7.5,2025-07-26,APPROVED,0,29,M,122867,Unemployed,New York,746.0,Experian,2025-09-30T13:25:02.965898,2025,7,2.62,Low Risk
LOAN000616,CUST0127,152937.04,48,18.47,2024-10-13,APPROVED,0,49,F,105492,Unemployed,Seattle,759.0,TransUnion,2025-09-30T13:25:04.107360,2024,10,1.45,Low Risk
LOAN000617,CUST0046,8353.9,48,16.58,2024-12-26,PENDING,0,51,F,88045,Unemployed,San Francisco,325.0,TransUnion,2025-09-30T13:25:03.028949,2024,12,0.09,High Risk
LOAN000618,CUST0029,225322.36,60,10.48,2024-12-18,APPROVED,0,35,F,225238,Employed,New York,697.0,Equifax,2025-09-30T13:25:02.828175,2024,12,1.0,Low Risk
LOAN000619,CUST0095,143846.36,60,13.73,2024-12-26,APPROVED,0,25,M,36704,Retired,Chicago,465.0,TransUnion,2025-09-30T13:25:03.688902,2024,12,3.92,High Risk
LOAN000620,CUST0023,80650.32,48,22.24,2024-10-03,APPROVED,0,31,F,206461,Unemployed,Seattle,488.0,Experian,2025-09-30T13:25:02.743840,2024,10,0.39,High Risk
LOAN000621,CUST0032,29731.25,60,21.09,2024-11-21,APPROVED,0,59,F,194894,Retired,Seattle,522.0,Experian,2025-09-30T13:25:30.318273,2024,11,0.15,High Risk
LOAN000622,CUST0199,272356.69,24,13.19,2025-08-16,APPROVED,0,50,M,55926,Unemployed,Chicago,382.0,Equifax,2025-09-30T13:25:05.200233,2025,8,4.87,High Risk
LOAN000623,CUST0226,436594.65,48,17.15,2024-12-14,PENDING,0,40,M,149891,Unemployed,Seattle,448.0,Equifax,2025-09-30T13:25:05.662940,2024,12,2.91,High Risk
LOAN000624,CUST0086,380578.26,60,6.0,2025-07-26,APPROVED,0,51,F,249344,Unemployed,San Francisco,328.0,Experian,2025-09-30T13:25:03.518163,2025,7,1.53,High Risk
LOAN000625,CUST0292,312352.71,12,21.51,2024-11-23,APPROVED,0,32,F,45733,Unemployed,New York,461.0,Experian,2025-09-30T13:25:06.617188,2024,11,6.83,High Risk
LOAN000626,CUST0074,468357.46,24,17.97,2025-05-31,PENDING,0,61,F,131454,Retired,San Francisco,362.0,TransUnion,2025-09-30T13:25:03.317471,2025,5,3.56,High Risk
LOAN000627,CUST0279,146941.88,24,15.62,2025-01-28,APPROVED,0,65,F,43634,Retired,Austin,775.0,Equifax,2025-09-30T13:25:06.384107,2025,1,3.37,Low Risk
LOAN000628,CUST0132,371185.71,48,9.83,2025-08-02,APPROVED,0,67,M,170136,Retired,Chicago,691.0,Equifax,2025-09-30T13:25:04.146757,2025,8,2.18,Low Risk
LOAN000629,CUST0104,380317.83,24,7.6,2025-08-10,APPROVED,0,40,F,241956,Unemployed,San Francisco,482.0,Experian,2025-09-30T13:25:03.847112,2025,8,1.57,High Risk
LOAN000630,CUST0222,487762.49,36,22.71,2025-05-14,APPROVED,0,23,M,144956,Unemployed,Seattle,633.0,TransUnion,2025-09-30T13:25:05.607144,2025,5,3.36,Medium Risk
LOAN000631,CUST0046,357207.66,36,16.36,2025-08-26,APPROVED,0,51,F,88045,Unemployed,San Francisco,325.0,TransUnion,2025-09-30T13:25:03.028949,2025,8,4.06,High Risk
LOAN000632,CUST0282,209263.6,36,5.08,2025-09-07,PENDING,0,74,M,126791,Retired,San Francisco,561.0,,,2025,9,1.65,High Risk
LOAN000633,CUST0014,18592.8,48,21.34,2024-10-10,APPROVED,0,46,F,59253,Unemployed,New York,430.0,TransUnion,2025-09-30T13:25:02.615960,2024,10,0.31,High Risk
LOAN000634,CUST0213,390090.05,36,13.32,2024-12-23,APPROVED,0,30,M,177531,Self-Employed,Chicago,697.0,TransUnion,2025-09-30T13:25:05.450520,2024,12,2.2,Low Risk
LOAN000635,CUST0024,210240.45,36,7.08,2025-07-03,APPROVED,0,21,F,27654,Self-Employed,San Francisco,677.0,Experian,2025-09-30T13:25:02.754879,2025,7,7.6,Low Risk
LOAN000636,CUST0145,61855.26,36,11.16,2025-08-24,APPROVED,0,39,M,237474,Self-Employed,San Francisco,514.0,Experian,2025-09-30T13:25:04.235600,2025,8,0.26,High Risk
LOAN000637,CUST0226,2705.0,48,4.64,2025-01-12,APPROVED,0,40,M,149891,Unemployed,Seattle,448.0,Equifax,2025-09-30T13:25:05.662940,2025,1,0.02,High Risk
LOAN000638,CUST0214,379907.89,48,12.35,2024-11-29,APPROVED,0,51,M,105800,Employed,Seattle,448.0,Experian,2025-09-30T13:25:05.467167,2024,11,3.59,High Risk
LOAN000639,CUST0028,185380.26,24,18.34,2025-05-13,APPROVED,0,63,M,135955,Unemployed,San Francisco,412.0,Equifax,2025-09-30T13:25:02.822896,2025,5,1.36,High Risk
LOAN000640,CUST0263,109156.64,24,12.8,2025-03-14,APPROVED,0,22,F,207172,Employed,Seattle,691.0,Equifax,2025-09-30T13:25:06.106872,2025,3,0.53,Low Risk
LOAN000641,CUST0053,20761.62,60,17.02,2025-06-02,APPROVED,0,35,M,230614,Retired,Seattle,561.0,,,2025,6,0.09,High Risk
LOAN000642,CUST0127,475770.9,24,14.23,2025-01-27,APPROVED,0,49,F,105492,Unemployed,Seattle,759.0,TransUnion,2025-09-30T13:25:04.107360,2025,1,4.51,Low Risk
LOAN000643,CUST0234,472501.62,48,15.36,2025-06-03,APPROVED,0,21,M,151135,Self-Employed,Chicago,341.0,TransUnion,2025-09-30T13:25:05.766574,2025,6,3.13,High Risk
LOAN000644,CUST0275,343111.11,24,11.4,2025-08-03,APPROVED,0,33,F,85337,Self-Employed,Austin,695.0,TransUnion,2025-09-30T13:25:06.317126,2025,8,4.02,Low Risk
LOAN000645,CUST0249,350889.48,12,12.7,2025-05-26,APPROVED,0,63,F,123862,Unemployed,Austin,440.0,TransUnion,2025-09-30T13:25:05.972670,2025,5,2.83,High Risk
LOAN000646,CUST0242,350515.73,36,18.95,2025-07-21,APPROVED,0,27,M,134673,Retired,San Francisco,561.0,,,2025,7,2.6,High Risk
LOAN000647,CUST0171,291311.83,36,15.55,2025-05-06,APPROVED,0,24,M,101576,Retired,New York,351.0,TransUnion,2025-09-30T13:25:04.650180,2025,5,2.87,High Risk
LOAN000648,CUST0018,394852.58,48,19.96,2025-01-16,PENDING,0,38,F,147123,Self-Employed,San Francisco,589.0,Equifax,2025-09-30T13:25:02.651627,2025,1,2.68,Medium Risk
LOAN000649,CUST0071,155671.24,60,9.75,2025-06-03,APPROVED,0,51,M,186434,Retired,Chicago,416.0,Equifax,2025-09-30T13:25:03.242672,2025,6,0.83,High Risk
LOAN000650,CUST0123,400347.71,48,23.76,2024-12-10,APPROVED,0,54,F,140335,Self-Employed,Chicago,433.0,Experian,2025-09-30T13:25:31.549979,2024,12,2.85,High Risk
LOAN000651,CUST0095,316546.95,60,4.53,2025-07-25,APPROVED,0,25,M,36704,Retired,Chicago,465.0,TransUnion,2025-09-30T13:25:03.688902,2025,7,8.62,High Risk
LOAN000652,CUST0189,489243.87,24,4.16,2024-12-12,APPROVED,0,36,F,165086,Retired,San Francisco,679.0,TransUnion,2025-09-30T13:25:05.033869,2024,12,2.96,Low Risk
LOAN000653,CUST0257,140799.16,24,23.7,2025-01-22,PENDING,0,41,M,162206,Self-Employed,Seattle,500.0,Equifax,2025-09-30T13:25:06.040848,2025,1,0.87,High Risk
LOAN000654,CUST0193,9593.68,48,23.47,2025-03-07,APPROVED,1,45,F,195750,Unemployed,New York,793.0,TransUnion,2025-09-30T13:25:05.090443,2025,3,0.05,Low Risk
LOAN000655,CUST0276,338841.69,24,20.35,2025-04-16,APPROVED,0,24,F,192966,Self-Employed,Austin,402.0,TransUnion,2025-09-30T13:25:06.324833,2025,4,1.76,High Risk
LOAN000656,CUST0006,196399.17,12,6.43,2025-06-29,APPROVED,0,70,M,50640,Employed,San Francisco,445.0,Experian,2025-09-30T13:25:02.523061,2025,6,3.88,High Risk
LOAN000657,CUST0116,325862.18,60,18.04,2025-05-20,PENDING,0,34,M,117333,Self-Employed,Seattle,558.0,Equifax,2025-09-30T13:25:03.954962,2025,5,2.78,High Risk
LOAN000658,CUST0181,340232.65,36,14.08,2025-06-28,APPROVED,0,40,F,85862,Retired,San Francisco,376.0,Experian,2025-09-30T13:25:04.818393,2025,6,3.96,High Risk
LOAN000659,CUST0156,395426.54,24,22.0,2025-08-03,APPROVED,1,30,F,184991,Employed,New York,759.0,Equifax,2025-09-30T13:25:04.346270,2025,8,2.14,Low Risk
LOAN000660,CUST0008,80592.67,48,13.36,2025-05-30,REJECTED,0,58,M,64112,Unemployed,New York,472.0,TransUnion,2025-09-30T13:25:30.026328,2025,5,1.26,High Risk
LOAN000661,CUST0236,64904.27,60,9.56,2025-01-21,REJECTED,0,29,M,216797,Unemployed,Austin,528.0,Equifax,2025-09-30T13:25:05.800513,2025,1,0.3,High Risk
LOAN000662,CUST0050,116516.93,60,15.34,2024-11-28,APPROVED,0,31,F,218114,Self-Employed,San Francisco,596.0,Equifax,2025-09-30T13:25:03.064083,2024,11,0.53,Medium Risk
LOAN000663,CUST0217,132408.24,24,16.54,2024-11-02,APPROVED,0,51,M,89187,Unemployed,New York,823.0,Experian,2025-09-30T13:25:05.517472,2024,11,1.48,Low Risk
LOAN000664,CUST0144,474436.68,36,6.49,2024-10-28,APPROVED,0,68,F,116726,Self-Employed,Chicago,847.0,Equifax,2025-09-30T13:25:04.230107,2024,10,4.06,Low Risk
LOAN000665,CUST0043,230609.4,60,13.34,2025-05-30,APPROVED,0,58,F,82601,Self-Employed,New York,438.0,Equifax,2025-09-30T13:25:02.992459,2025,5,2.79,High Risk
LOAN000666,CUST0131,383286.96,48,13.17,2025-07-14,APPROVED,0,34,M,186682,Self-Employed,Austin,493.0,Equifax,2025-09-30T13:25:31.717404,2025,7,2.05,High Risk
LOAN000667,CUST0282,241000.29,24,18.23,2024-12-27,APPROVED,0,74,M,126791,Retired,San Francisco,561.0,,,2024,12,1.9,High Risk
LOAN000668,CUST0079,380249.18,60,18.94,2025-03-02,APPROVED,0,57,M,217616,Self-Employed,Chicago,532.0,Equifax,2025-09-30T13:25:03.417738,2025,3,1.75,High Risk
LOAN000669,CUST0123,330643.12,12,14.25,2024-10-01,APPROVED,0,54,F,140335,Self-Employed,Chicago,433.0,Experian,2025-09-30T13:25:31.549979,2024,10,2.36,High Risk
LOAN000670,CUST0075,436566.87,12,13.56,2025-02-17,APPROVED,0,54,M,77611,Employed,Austin,737.0,Equifax,2025-09-30T13:25:03.350784,2025,2,5.63,Low Risk
LOAN000671,CUST0119,407489.92,60,11.33,2024-10-17,REJECTED,0,39,M,135386,Employed,Chicago,357.0,Experian,2025-09-30T13:25:04.022694,2024,10,3.01,High Risk
LOAN000672,CUST0059,205783.79,24,22.54,2024-12-27,APPROVED,0,50,M,79728,Retired,Chicago,310.0,Equifax,2025-09-30T13:25:03.139862,2024,12,2.58,High Risk
LOAN000673,CUST0033,17011.2,24,5.72,2025-01-10,APPROVED,0,65,M,35198,Unemployed,San Francisco,584.0,Experian,2025-09-30T13:25:02.867025,2025,1,0.48,Medium Risk
LOAN000674,CUST0026,364839.72,12,8.93,2024-10-20,APPROVED,0,33,F,245083,Unemployed,Chicago,761.0,Equifax,2025-09-30T13:25:02.798485,2024,10,1.49,Low Risk
LOAN000675,CUST0204,191686.73,12,6.62,2025-03-09,APPROVED,0,68,M,171597,Employed,Austin,406.0,TransUnion,2025-09-30T13:25:05.276414,2025,3,1.12,High Risk
LOAN000676,CUST0288,43613.86,36,11.73,2025-08-13,APPROVED,0,68,F,137154,Self-Employed,Austin,472.0,Experian,2025-09-30T13:25:06.540245,2025,8,0.32,High Risk
LOAN000677,CUST0034,260647.48,60,21.57,2025-07-16,APPROVED,0,67,F,106486,Employed,Chicago,715.0,Equifax,2025-09-30T13:25:02.886152,2025,7,2.45,Low Risk
LOAN000678,CUST0287,387385.27,12,3.53,2025-01-21,PENDING,0,42,F,248552,Employed,San Francisco,720.0,Equifax,2025-09-30T13:25:06.534350,2025,1,1.56,Low Risk
LOAN000679,CUST0223,272618.79,12,8.93,2025-06-06,APPROVED,0,26,M,92978,Employed,Seattle,605.0,TransUnion,2025-09-30T13:25:33.148672,2025,6,2.93,Medium Risk
LOAN000680,CUST0068,391119.95,48,15.14,2025-05-28,APPROVED,0,24,F,234030,Unemployed,Seattle,376.0,Experian,2025-09-30T13:25:03.216026,2025,5,1.67,High Risk
LOAN000681,CUST0273,10026.03,36,12.41,2025-07-07,APPROVED,0,34,F,88223,Employed,Austin,588.0,TransUnion,2025-09-30T13:25:06.283842,2025,7,0.11,Medium Risk
LOAN000682,CUST0022,100807.15,24,8.28,2025-07-17,REJECTED,0,64,M,237787,Unemployed,Seattle,629.0,TransUnion,2025-09-30T13:25:02.727314,2025,7,0.42,Medium Risk
LOAN000683,CUST0049,222293.02,48,16.63,2025-08-09,PENDING,0,33,M,187997,Self-Employed,Chicago,462.0,Experian,2025-09-30T13:25:03.045784,2025,8,1.18,High Risk
LOAN000684,CUST0140,262228.44,48,14.33,2024-12-28,APPROVED,0,52,F,121930,Retired,New York,658.0,Equifax,2025-09-30T13:25:04.206516,2024,12,2.15,Medium Risk
LOAN000685,CUST0007,409150.26,60,23.63,2025-07-16,APPROVED,0,50,M,165613,Employed,Austin,601.0,Experian,2025-09-30T13:25:02.527266,2025,7,2.47,Medium Risk
LOAN000686,CUST0114,487964.69,48,13.11,2025-05-06,APPROVED,0,29,M,115001,Employed,New York,561.0,,,2025,5,4.24,High Risk
LOAN000687,CUST0048,37472.88,48,18.04,2025-09-07,APPROVED,0,26,M,184233,Retired,San Francisco,475.0,Experian,2025-09-30T13:25:03.040356,2025,9,0.2,High Risk
LOAN000688,CUST0201,77603.39,48,20.04,2025-03-15,APPROVED,0,36,F,76186,Unemployed,New York,377.0,Equifax,2025-09-30T13:25:05.233771,2025,3,1.02,High Risk
LOAN000689,CUST0117,120642.89,48,23.73,2024-11-01,APPROVED,0,31,F,230007,Employed,Austin,699.0,TransUnion,2025-09-30T13:25:31.415720,2024,11,0.52,Low Risk
LOAN000690,CUST0278,335419.28,12,17.09,2025-08-13,APPROVED,0,73,F,152734,Self-Employed,New York,454.0,Experian,2025-09-30T13:25:06.368261,2025,8,2.2,High Risk
LOAN000691,CUST0219,324497.5,36,23.02,2025-09-01,APPROVED,0,38,F,100269,Retired,Austin,497.0,Equifax,2025-09-30T13:25:05.550719,2025,9,3.24,High Risk
LOAN000692,CUST0143,224626.94,48,5.63,2024-11-29,APPROVED,0,63,F,44123,Employed,San Francisco,390.0,TransUnion,2025-09-30T13:25:04.225040,2024,11,5.09,High Risk
LOAN000693,CUST0196,128444.86,60,7.72,2025-01-17,APPROVED,0,49,F,89130,Retired,Chicago,308.0,Experian,2025-09-30T13:25:05.138425,2025,1,1.44,High Risk
LOAN000694,CUST0064,113650.36,24,16.62,2025-05-06,APPROVED,0,33,F,72852,Unemployed,New York,730.0,TransUnion,2025-09-30T13:25:03.183053,2025,5,1.56,Low Risk
LOAN000695,CUST0055,116087.28,36,8.87,2025-09-10,APPROVED,0,21,M,214657,Self-Employed,New York,740.0,Equifax,2025-09-30T13:25:03.114193,2025,9,0.54,Low Risk
LOAN000696,CUST0161,176883.47,60,21.97,2025-02-25,PENDING,0,45,F,68459,Employed,San Francisco,806.0,TransUnion,2025-09-30T13:25:04.439524,2025,2,2.58,Low Risk
LOAN000697,CUST0045,57395.59,36,14.86,2025-07-30,APPROVED,0,51,M,100289,Unemployed,New York,348.0,Experian,2025-09-30T13:25:03.024382,2025,7,0.57,High Risk
LOAN000698,CUST0178,198282.54,48,18.26,2025-01-02,APPROVED,0,60,F,123744,Unemployed,Seattle,304.0,Equifax,2025-09-30T13:25:04.762033,2025,1,1.6,High Risk
LOAN000699,CUST0049,95900.58,60,7.27,2025-05-17,APPROVED,0,33,M,187997,Self-Employed,Chicago,462.0,Experian,2025-09-30T13:25:03.045784,2025,5,0.51,High Risk
LOAN000700,CUST0124,267197.46,12,7.09,2025-08-07,APPROVED,0,74,F,206573,Self-Employed,Austin,368.0,Equifax,2025-09-30T13:25:04.080334,2025,8,1.29,High Risk
LOAN000701,CUST0210,258800.23,12,10.88,2025-05-29,REJECTED,0,28,M,84751,Employed,San Francisco,561.0,,,2025,5,3.05,High Risk
LOAN000702,CUST0223,249701.03,24,14.96,2025-08-21,APPROVED,0,26,M,92978,Employed,Seattle,605.0,TransUnion,2025-09-30T13:25:33.148672,2025,8,2.69,Medium Risk
LOAN000703,CUST0293,316497.78,12,4.01,2024-11-12,APPROVED,0,33,M,217163,Unemployed,San Francisco,541.0,Equifax,2025-09-30T13:25:06.633636,2024,11,1.46,High Risk
LOAN000704,CUST0265,106584.47,36,22.41,2025-03-13,PENDING,0,23,M,201278,Unemployed,New York,586.0,Equifax,2025-09-30T13:25:06.150518,2025,3,0.53,Medium Risk
LOAN000705,CUST0267,219913.87,48,9.49,2025-01-15,APPROVED,0,55,M,124898,Retired,San Francisco,399.0,Equifax,2025-09-30T13:25:06.183813,2025,1,1.76,High Risk
LOAN000706,CUST0006,33986.01,12,3.66,2024-11-23,APPROVED,0,70,M,50640,Employed,San Francisco,445.0,Experian,2025-09-30T13:25:02.523061,2024,11,0.67,High Risk
LOAN000707,CUST0143,430965.96,24,13.33,2025-02-07,APPROVED,0,63,F,44123,Employed,San Francisco,390.0,TransUnion,2025-09-30T13:25:04.225040,2025,2,9.77,High Risk
LOAN000708,CUST0258,262070.61,12,9.73,2025-02-02,APPROVED,0,26,M,193202,Unemployed,Seattle,324.0,TransUnion,2025-09-30T13:25:06.045534,2025,2,1.36,High Risk
LOAN000709,CUST0240,104841.21,12,23.5,2025-03-26,PENDING,0,70,M,65867,Retired,Seattle,316.0,Experian,2025-09-30T13:25:05.867149,2025,3,1.59,High Risk
LOAN000710,CUST0027,78283.15,36,12.38,2025-01-29,APPROVED,0,31,M,67802,Employed,Seattle,465.0,TransUnion,2025-09-30T13:25:02.812380,2025,1,1.15,High Risk
LOAN000711,CUST0153,43275.18,36,23.42,2025-05-01,APPROVED,0,71,F,193812,Unemployed,Austin,561.0,,,2025,5,0.22,High Risk
LOAN000712,CUST0130,361204.4,60,10.49,2025-01-26,APPROVED,0,39,F,35241,Retired,Austin,685.0,Experian,2025-09-30T13:25:04.128844,2025,1,10.25,Low Risk
LOAN000713,CUST0031,101454.26,48,19.4,2025-08-20,REJECTED,0,45,M,130583,Self-Employed,Seattle,681.0,TransUnion,2025-09-30T13:25:02.839891,2025,8,0.78,Low Risk
LOAN000714,CUST0004,468579.77,48,17.02,2024-10-25,APPROVED,0,73,M,113168,Retired,San Francisco,351.0,Experian,2025-09-30T13:25:02.509634,2024,10,4.14,High Risk
LOAN000715,CUST0136,141151.84,12,17.47,2025-08-21,APPROVED,0,56,M,161383,Retired,Austin,791.0,Equifax,2025-09-30T13:25:04.177562,2025,8,0.87,Low Risk
LOAN000716,CUST0025,337853.68,60,3.91,2025-03-08,PENDING,0,41,F,50865,Unemployed,San Francisco,424.0,Equifax,2025-09-30T13:25:02.785243,2025,3,6.64,High Risk
LOAN000717,CUST0075,310508.56,24,16.88,2024-11-07,APPROVED,0,54,M,77611,Employed,Austin,737.0,Equifax,2025-09-30T13:25:03.350784,2024,11,4.0,Low Risk
LOAN000718,CUST0054,125755.25,60,15.59,2024-10-04,PENDING,0,45,M,178756,Retired,Austin,567.0,Equifax,2025-09-30T13:25:03.110188,2024,10,0.7,High Risk
LOAN000719,CUST0272,356662.86,48,14.94,2025-07-12,APPROVED,0,52,F,49847,Retired,Seattle,813.0,Equifax,2025-09-30T13:25:06.265338,2025,7,7.16,Low Risk
LOAN000720,CUST0056,53130.6,36,18.9,2025-03-23,APPROVED,0,21,F,113799,Employed,San Francisco,403.0,Equifax,2025-09-30T13:25:03.120605,2025,3,0.47,High Risk
LOAN000721,CUST0049,235425.88,60,13.8,2025-01-27,APPROVED,0,33,M,187997,Self-Employed,Chicago,462.0,Experian,2025-09-30T13:25:03.045784,2025,1,1.25,High Risk
LOAN000722,CUST0068,410572.55,36,19.92,2025-03-06,APPROVED,1,24,F,234030,Unemployed,Seattle,376.0,Experian,2025-09-30T13:25:03.216026,2025,3,1.75,High Risk
LOAN000723,CUST0133,401092.07,48,20.53,2025-08-06,APPROVED,0,68,M,77866,Self-Employed,New York,326.0,Equifax,2025-09-30T13:25:04.154454,2025,8,5.15,High Risk
LOAN000724,CUST0220,91916.02,12,5.38,2025-04-04,APPROVED,0,28,M,56531,Retired,Chicago,458.0,Experian,2025-09-30T13:25:05.567162,2025,4,1.63,High Risk
LOAN000725,CUST0275,8769.64,48,14.52,2025-05-11,PENDING,0,33,F,85337,Self-Employed,Austin,695.0,TransUnion,2025-09-30T13:25:06.317126,2025,5,0.1,Low Risk
LOAN000726,CUST0223,95695.32,12,12.76,2025-09-17,APPROVED,0,26,M,92978,Employed,Seattle,605.0,TransUnion,2025-09-30T13:25:33.148672,2025,9,1.03,Medium Risk
LOAN000727,CUST0218,407828.34,60,6.0,2025-03-01,APPROVED,0,66,M,183705,Self-Employed,Chicago,769.0,Equifax,2025-09-30T13:25:05.533371,2025,3,2.22,Low Risk
LOAN000728,CUST0297,352007.56,12,12.34,2024-12-03,PENDING,0,32,F,115781,Employed,Seattle,389.0,TransUnion,2025-09-30T13:25:34.283255,2024,12,3.04,High Risk
LOAN000729,CUST0131,157411.12,24,10.12,2025-03-21,APPROVED,0,34,M,186682,Self-Employed,Austin,493.0,Equifax,2025-09-30T13:25:31.717404,2025,3,0.84,High Risk
LOAN000730,CUST0096,255446.28,60,16.81,2025-02-10,APPROVED,0,35,M,202097,Unemployed,Chicago,829.0,Equifax,2025-09-30T13:25:03.717531,2025,2,1.26,Low Risk
LOAN000731,CUST0144,2488.09,48,6.22,2025-02-26,APPROVED,0,68,F,116726,Self-Employed,Chicago,847.0,Equifax,2025-09-30T13:25:04.230107,2025,2,0.02,Low Risk
LOAN000732,CUST0112,247252.79,36,7.67,2025-01-15,APPROVED,0,49,M,122279,Self-Employed,New York,371.0,Experian,2025-09-30T13:25:03.907166,2025,1,2.02,High Risk
LOAN000733,CUST0217,86480.12,36,7.32,2025-07-20,APPROVED,0,51,M,89187,Unemployed,New York,823.0,Experian,2025-09-30T13:25:05.517472,2025,7,0.97,Low Risk
